x1,x2,label
1.7448955149166343,-1.5430115865068645,1
-1.237846975555147,1.6933722904119732,0
-0.5674318945315369,-0.253310531902208,0
0.5719670274383346,-0.030067696117515585,1
-1.047860377438528,0.7981367171476947,0
-1.073990346870059,-0.7432179859080972,0
-1.3331016451131077,0.8267874387492705,0
3.1062510942299326,-0.6629291478560676,1
-0.5143987213021031,0.6348837958339694,0
1.367145121876337,-0.6042377450799993,1
-0.37509705696768325,0.45194329938588673,0
2.331697447663469,-0.39360205128018066,1
-0.7305293053133239,-0.6792613711456705,0
-0.8328837769238601,0.7827842169801166,0
-1.2179632488599887,1.657973964908618,0
1.501551148668067,-2.3934547114826685,1
0.33246957253734066,-1.6329876441817532,1
0.7891864246457715,-1.2061664884083583,1
-1.4731510182380099,2.2032993540172026,0
0.8966451697705894,-1.4770553583139825,1
1.0250951996068027,-1.322315114838585,1
-0.5886128558675041,-0.04493794067972301,0
-1.4799819607287104,2.5738552671788106,0
-0.476811389254191,2.7332259533619556,0
-0.9493524301167677,1.47650043616795,0
-0.9148631495681878,0.080401065388788,0
2.347749408571791,-2.314471665935872,1
-0.9648077156178334,0.5582602632073894,0
0.4990790068792924,-0.35511791243466007,1
1.280466007003927,-0.9149230120101157,1
1.406401617306757,-0.5641635473974359,1
-0.6925139631367847,-1.0274892075515374,0
0.5382639159695222,-0.8981217819264902,1
-1.1500029626584374,0.14425203849055768,0
-1.0851666151843875,-0.09080103764009007,0
0.015407160734289382,1.567702303725663,0
-0.5313295613671689,0.8430389330838974,0
0.7764781227302984,-2.387473853935022,1
1.3410323241794448,0.1123715019302789,1
1.6862667775019935,-1.4317206998073606,1
0.6808696471538682,0.11247314304983824,1
1.788766402630831,-1.1900942067473306,1
0.5596734141410087,-0.8176746672522803,1
1.1294115563924718,0.6150530893100776,1
-1.0359027873265676,0.5952400209024998,0
-1.2099111553574375,-0.5206247149922403,0
-0.9276299683608997,1.4636289011156232,0
0.614650086466926,-1.1901403951893834,1
0.7728563136147074,-0.8224378118062148,1
0.977097931096491,0.5664484649055788,1
-0.6467956415481928,-0.8140263743675238,0
-1.1853227512051157,0.6757138747263851,0
-1.0136331458377037,0.10986895530281593,0
-1.3254143071096365,2.4161565071729454,1
1.3388030870464853,-1.333598938094874,1
0.7630856600009182,-1.7968836257646956,1
0.5354110086901265,-2.0196082873195103,1
1.0648168068230428,-0.7264760546827229,1
0.9352397622070958,0.5235382722203039,1
-0.7368448236101599,0.7977583847916917,0
-1.1131856438273287,-0.15371588986472484,0
-1.165833971433204,0.07037137799027149,0
-0.8024070681328195,2.1122071619328646,0
2.1016537570910243,-0.4937592301411009,1
